line,class
en primera instancia se debe definir el lugar y la fecha del matrimonio un error frecuente es no precisar desde el primer momento el día y el mes sino señalar un momento por ejemplo septiembre del  pero sin acordar el día oficial y es grave porque con suficiente antelación se debe gestionar el cupo en la iglesia sinagoga oficiante de bodas o con el juez en caso de que la boda sea civil,colombia
así mismo es indispensable fijar el lugar donde se realizará la recepción una vez se tenga esto claro se debe establecer el respectivo presupuesto para la boda generalmente se recomienda contar con mínimo tres opciones comparables para escoger una definitiva después se puede oficializar la fecha a invitados potenciales escoger el traje de la novia y del novio hacer la lista de invitados la petición de permisos en el trabajo solicitud de vacaciones y preparación del viaje de bodas,colombia
lo más económico,colombia
los gastos oficiales como la iglesia el juez la sinagoga etc,colombia
lo más caro,colombia
por lo general todo es costoso por ser un evento único e irrepetible pero dentro de lo más caro figura,colombia
 el vestido de novia si es nuevo oscila entre  y  millones de pesos o más el traje de novio nuevo está entre  y  millones de pesos o más el costo varía según el material el protocolo de la boda si es formal casual o de corbata negra si es para clima frío o tropical y si es al mediodía tarde o noche,colombia
 la producción del evento como música luces sonido y decoración del lugar de la recepción,colombia
 el licor depende de si eligen tragos para el brindis después de la ceremonia y para maridar la comida y el postre además del que acompaña el ponqué,colombia
 la comida el plato por persona cuesta en promedio dollar  claro está se puede conseguir algunos más económicos y varia si deseamos menú completo o únicamente un plato fuerte ,colombia
 el viaje de luna de miel,colombia
 alquiler del salón desde dollar  hasta dollar  tarifa promedio,colombia
 separación de iglesia o sitio de la boda en cartagena mínimo por persona dollar  máximo dollar ,colombia
 maquillaje y peinado de la novia hay asesorías desde dollar  hasta dollar  esto incluye prueba de maquillaje y peinado y servicio exclusivo en casa u hotel ofrecido por algunos asesores de imagen en algunos sitios le regalan a la novia las pestañas postizas y las extensiones de pelo y ciertos planeadores de boda regalan como parte del paquete maquillaje y peinado,colombia
música,colombia
 desde dollar  el montaje más sencillo que no incluye pantallas de televisión otra opción cuesta dollar  con cinco horas de programación musical dj amenización con luces y montaje de escenografía máximo para  personas si quiere más mezclas musicales pista mesas de invitados salón iluminado y pantallas led puede costarle alrededor de dollar ,colombia
 si quiere presentación de trío agrupación vallenata o artistas de género urbano el costo oscila entre dollar  y dollar ,colombia
 la hora loca es una rumba temática que puede ser con carnavalito carnaval de barranquilla parranda vallenata trío o lo que la pareja sugiera entre dollar  y dollar  por persona incluye collares manillas espuma máscaras antifaces yo corbatas de colores,colombia
algunas excentricidades,colombia
una maqueta o torta falsa puede costar hasta dollar esta es muy utilizada para la sesión de fotos,colombia
 contratar un grupo musical puede costar entre dollar  y dollar  si el artista es cotizado el precio aumenta de acuerdo con el número de integrantes de la agrupación los exponentes de reguetón figuran entre los más costosos los hay desde dollar  hasta dollar ,colombia
 el costo de las fotografías va desde dollar  e incluye registro durante ocho horas cd y libro de boda tamaño x cm con  fotos y diseño personalizado y puede alcanzar los  millones de pesos en cubrimiento de dos o más días como sucede en algunas bodas en cartagena,colombia
 la decoración y la producción del lugar no tienen límite en espacios al aire libre yo más exclusivos con capacidad para más de  personas puede ascender a dollar  por persona e incluye adecuación de baños iluminación sonido plantas eléctricas personal para seguridad y primeros auxilios,colombia
 el alquiler de sitios como hoteles boutique en cartagena para alojar invitados puede costar entre  y  millones de pesos mínimo cuatro noches,colombia
 el ponqué también tiene su costo los hay estándar a partir de dollar  pero la maqueta o torta falsa para la foto oscila entre dollar  y dollar  la porción está en dollar  en promedio lo mismo que la porción de minicupcakes,colombia
 la sortija de la novia en bodas más fastuosas puede superar los  millones de pesos están de moda las de diamante negro,colombia
así que querids compañers de la comunidad a sacar lápiz y papel para hacer presupuestos y cuentas igual debemos tener en cuenta que estos son precios que van desde algo muy sencillo hasta algunas cosas un poco más excéntricas todo depende del factor dollardollardollar y de lo que cada pareja desee para ese gran día,colombia
cuánto llevan en total dollardollar para organizar el día de la boda y en qué rubros llevan esa cantidad de dollardollar ,colombia
yo llevo en total dollar  en salón decoración salón centros de mesa ponque bouquet azahares decoración ceremonia decoracion del auto argollas brindis gastos oficiante de boda gastos notariales accesorios hora loca dj luces animación banquete personal de servicio lencería coctel ilimitado fotografia corona pajecita con mi fe acordamos que el gasto de ajuar y traje lo asumíamos cada uno lo de cada uno no lo incluimos en el presupuesto,colombia
 respuestas,colombia
hola hay algún foro o debate donde toquen estas mismas categorías pero con precios solo de cartagena,colombia
hola estoy planeando mi boda me gustaría saber donde y con quien lo hiciste realmente esta muy económico y se ve lindo el lugar,colombia
novia vip diciembre  bogotá dc,colombia
jennifer  el  de octubre de  a las ,colombia
denunciar,colombia
verónica la verdad para mi una organizadora está de más si estás en bogotá busca la casa de eventos que yo contraté mira te puedo asegurar que son las tres b bueno bonito y barato porque yo también cotice demasiado y habían cosas excesivamente caras se llaman eventos faraon en mi perfil te redirecciona a la página acá en la app y te dejo el link de la fanpage de facebook los recomiendo  httpswwwfacebookcomfaraoneventosespeciales,colombia
hola jennifer estoy empezando a planear mi boda y la verdad es que se me hace todo muy cuesta arriba y estaba pensando en xontratar una organizadora tu donde te casaste me podrias dar el contacto tus organizadores porfa,colombia
es verdad las bodas son costosas y pues depende total del tipo de boda que quieras en mi caso los costos son bastante elevados por el nimero de invitados que influye total en el presupuesto pero nada chicas lo importante es finalmente que nos uniremos al hombre que hemos elejido para compartir nuestra vida un abrazo a todas,colombia
responder,colombia
súper novia noviembre  bolívar,colombia
melissa  el  de marzo de  a las ,colombia
denunciar,colombia
que bueno que bendicion todos esos regalos la verdad casarse es costoso,colombia
gracias a dios nos regalaron el banquete y el lugar el vestido de novios la fotografía y video nos faltá aún la boda civil ya que es una boda cristiana y no nos cuesta nada decoración argollas y recordatorios en eso creo que nos gastaremos alrededor de unos  a  millones la luna de miel también fue regalada,colombia
novia habitual abril  bogotá dc,colombia
adriana  el  de enero de  a las ,colombia
denunciar,colombia
hola me voy a casar en cartagena y quisiera hacer una boda sencilla pero romántica la verdad nuestropresupuesto es de  millones para  invitados quisiera saber sipuedes darme eldato delplaneadorgracias,colombia
te lo agradezco me das mas tranquilidad y pues en eso estoy cotizando lugares y claro me sirve el dato,colombia
novia vip diciembre  bogotá dc,colombia
jennifer  el  de noviembre de  a las ,colombia
denunciar,colombia
angélica yo estoy ya casi a un mes de mi matrimonio y no hemos superado los  millones increíble que te hayan dicho esto no te angusties por hacer todo tu misma si se puede y se quita del medio una planeadora que son bastante costosas empieza cotizando muchos lugares hay de todo tipo y para todo bolsillo y algunos tienen planes todo incluido que le facilitan a uno las cosassi quieres te paso el contacto de los organizadores de mí matrimonio ellos tienen también un lugar campestre y no son tan careros,colombia
hola jennifer muchísimas gracias por este artículo yo estoy comenzando a organizar mi boda y este artículo me servirá mucho para llevar un presupuesto claro,colombia
hola yo me siento algo confundidatenemos con mi novio un presupuesto de dollar millones y averigue con una planeadora y me dice que mi presupuesto es muy bajoy eso me desanimo un pocoy me da susto planear todo yo sola y que resulte mal,colombia
hermosas palabras mi preciosa patrii seguro que vas a tener un matrimonio de maravilla y como siempre lo has soñado,colombia
bueno la verdad yo apenas estoy haciendo los planes de mi matrimonio y quiero que sea como dos lo disponga la verdad es que no tenemos nada pero dios ha ido aparejando todo desde el vestido hasta el lugar dios me lo ha dado y el abuelo de mi futuro esposo no regalará los anillos la verdad es que no queremos gastarnos mas de cinco millones para el matri porque la verdad es que no los tenemos y así vamos hasta el momento no necesitamos nada mas que la aprobación de dios si dios nos da la oportinidad de tener un matrimonio muy lujoso y elaborado será porque el así lo permite y si no solo estaremos nuestros padres y mis pastores en un hermoso lugar lleno de flores y mucho amor dios es fiel así que tranquilas todas que nada les hará falta en su hogar salmos  dios las bendiga,colombia
responder,colombia
novia vip agosto  valle del cauca,colombia
lina marcela  el  de octubre de  a las ,colombia
denunciar,colombia
quedé plop con esos precios la verdad espero poder tener algo lindo especial y como lo he soñado a pesar de mi corto presupuesto,colombia
yo también me casaré el otro añoen cartagena es muy costoso todo acá le cobran a uno las cosas como si fuera turista,colombia
depende de lo que quieras y donde lo quierasun hotel entre cuatro y cinco estrellas te puede pedir solo por elmenu  millones pero hay otros muy lindo tambieb lujosos algo más económicos con menús de  a  millones si escoges un sitio aparte y el menú aparte pues depende de la casa de banquetes que quieras usar puede salir mas barato en mi caso con todo lo que yo quería me salio mejor contratar todo con elhotel y la decoración y la música aparte cotiza con tiempo y vas haceindo cuentas hay sitios de  millones  millones tambieb depende de la cantidad de invitados que pienses tener los salones para  personas o menos creo que pueden ser más económicos ej el museo naval o la casa rafael núñez saludos,colombia
chicas por favor alguna cifra estimada de gastos para un matrimonio en cartagena estoy cotizando y el solo salón con comida y bebidas música e iluminación de  a  millones,colombia
yo contrate un planeador y me cubre lugar campestre comida torta brindis decoración sonido y cuesta  millones para  personas y pues entre vestidos y otros detalles como  mas,colombia
nosotros hemos cotizado por un lado y por otro buscando algo sencillo pero bonito a veces las planeadoras cobran muy costoso su servicio pero cada quien tiene su presupuesto lo nuestro es de  invitados y nos establecimos no pasar de los dollar  millones y buscar cosas muy bonitas pero hay cosas que valen la pena la inversión ya que solo nos casaremos una vez la luna de miel será algo sencillo por ahora ya que sabemos que dios nos va a bendecir grandemente y tendremos la oportunidad de viajar los siguientes años con tranquilidad y sin deudas encima,colombia
responder,colombia
novia experta enero  la guajira,colombia
laura josé  el  de septiembre de  a las ,colombia
denunciar,colombia
ver mensaje citado,colombia
no estoy diciendo que lo hagas jennifer pero si leí en este debate que escribieron  gastar mas de un millon en un vestido de novia es absurdo y no me pareció un comentario agradable en mi caso y sé que el de varias novias se enamoraron de vestidos de más de eso y no nos parece una compra absurda a eso me refiero abrazos y éxitos en tus preparativos,colombia
responder,colombia
novia vip diciembre  bogotá dc,colombia
jennifer  el  de septiembre de  a las ,colombia
denunciar,colombia
ver mensaje citado,colombia
hola laura estoy de acuerdo con tú punto de vista pero realmente acá en la comunidad nunca he visto nada de eso igualmente hay formas de decir con respeto la opinión de cada una qué no puede ser la misma de los demás para mi algo puede parecer caro y para otras algo puede parecer muy barato en mi caso si hay cosas puntuales que me parecen absurdas pero nunca me he referido a nadie en específico ni a nada en específico de nadie total de mi bolsillo solo sale lo que vaya a gastar en mi boda y cada un sabe que quiere y debe hacer y como lo puede tener mi boda es muy sencilla ninguna nunca me ha dicho cosas como las que refieres y este debate lo hice con ese sentido de tener promedios y costos tanto económicos como carisimos pero nunca el sentido ha sido para alguien en concreto o algo en específico,colombia
responder,colombia
novia experta enero  la guajira,colombia
laura josé  el  de septiembre de  a las ,colombia
denunciar,colombia
también creo que hay que ser respetuosos con mas decisiones que cada novia toma con su boda y su presupuesto si alguien decide invertir  millones  millones  y tiene como hacerlo y los hace feliz pues muy bien por esa pareja y no hacer comentarios como  es un desperdicio de dinero   es absurdo  no hay necesidad porque cada quien tiene gustos diferentes y prioridades diferentes y así mismo hará su gran día porque tampoco estaría bien que si alguien decide gastar  o  millones le digamos  eso no alcanza para nada  es una miseria creo que en ese aspecto le recomiendo a algunas aminovias ser respetuosas esta es una comunidad para apoyarnos y no para señalarnos abrazos de domingo,colombia
hola leidy como estás espero que muy bien permiteme presentarme mi nombre es sheline martinez soy planeadora y organizadora de eventos si gustas este es mi número  podemos hablar y darte una mejor asesoria,colombia
hola daniela como estás mi nombre es sheline martinez yo soy planeadora y organizadora de eventos si te interesa puedes comunicarte conmigo al  ,colombia
responder,colombia
novia experta diciembre  antioquia,colombia
elizabeth  el  de septiembre de  a las ,colombia
excelente debate nosotros tenemos hasta el momento planeado gastar más o menos  mill apenas iniciando,colombia
elegiste  escribe un comentario y añade más detalles a tu elección ,colombia
los caracteres escritos no coinciden con la palabra de verificación inténtalo de nuevo,colombia
utilizamos cookies propias y de terceros y tecnologías similares para mejorar nuestro sitio analizar nuestro tráfico proporcionar funcionalidades para redes sociales y personalizar el contenido y la publicidad en función de tus hábitos de navegación que aceptas al continuar navegando más información sobre nuestra política de cookies,colombia
tus escalas día a día,colombia
llegada,colombia
salida,colombia
  barcelona,colombia
barcelona posee una rica historia arquitectónica que va desde antiguos restos romanos hasta los más hermosos ejemplos del modernismo visita algunas de sus importantes obras como la sagrada familia o el parque güell pasea por el barrio gótico y las ramblas o degusta su exquisita gastronomía y disfruta de sus bellas playas,colombia
  marsella,colombia
magnificamente situada en una cala del golfo del león marsella está dominada por la iglesia de notredame de la garde la ciudad fue fundada por los griegos venidos de asia minor hacia  antes de cristo y fue influenciada por la cultura helénica hasta el periodo del imperio romano marsella siempre fue marcada por su papel de puerta de francia marsella es la segunda mayor ciudad de francia cuenta con su propia red de metro y está dividida al estilo de parís en arrondissements fundada en el siglo vi es también la ciudad más antigua de francia si dirige su vista hacia marsella desde la colina en la que se encuentra la iglesia notredame de la garde desde la que la virgen observa la ciudad tendrá ante usted siglos de historia las ruinas del antiguo puerto la iglesia de saintvictor desde la que la cristiandad se extendió a toda la provenza el antiguo barrio panier con su típica vida mediterránea el imponente longchamp palace símbolo del poder de marsella en el siglo xix la catedral mayor y el impresionante bloque de apartamentos máquina viva del arquitecto le corbusier,colombia
  navegación,colombia
las escalas de cruceros la valeta se operan en el puerto natural de la república de malta en europa este lugar de fondeo cuenta entre los más profundos y mejor equipados gran port es viejo de dos siglos figura en la lista de los puertos más dinámicos en el mediterráneo patrimonio mundial de la humanidad la valeta exhibe edificios y monumentos culturales de excepción los lugares que jalonan el centro urbano son pintorescos extremadamente un crucero la valeta puede adornarse de una pasea sobre el lugar san juan o sobre el lugar de la catedral se puede por otra parte hacer la vuelta de las murallas consolidadas la valeta para familiarizarse con su historia los parques públicos de la ciudad son verdaderos santuarios del descanso el parque del altobarracca y el hastings gardens son lugares se aprovecha de una espléndida vista sobre la valeta y las ciudades a los alrededores,colombia
  navegación,colombia
  kotor,colombia
kotor es una ciudad costera de montenegro con una población aproximada de  habitantes la región metropolitana del mismo nombre alcanza los  habitantes la ciudad mediterránea de kotor rodeada de una impresionante muralla está entre las protegidas por la unesco desde  a  la ciudad así como sus alrededores pertenecieron a la república veneciana y evidentemente en la arquitectura de sus edificios durante esa época se convirtió en un importante centro artístico y comercial con sus propias escuelas de masonería e iconografía tras el congreso de viena en  pasó al imperio austrohúngaro hasta  en el que pasó a montenegro dentro del reino de serbios croatas y eslovenos futura yugoslavia en  la ciudad sufrió un movimiento sísmico que dañó numerosos monumentos pero afortunadamente fueron restaurados durante la década de los  durante los últimos años el sector turístico ha experimentado un espectacular desarrollo,colombia
  corfú,colombia
corfú la isla de homere desde siempre es un encanto para los que la visitan debido a sus paisajes pintorescos y su clima delicioso la isla fue durante largos años bajo la dominación veneciana y a continuación pasó bajo la protección britanica estas influencias se encuentran en la arquitectura del renacimiento de la ciudad principal con sus arcadas en la plaza mayor y su terreno de cricket,colombia
  navegación,colombia
  messine,colombia
como todas las grandes ciudades de sicilia las origenes de messine son controvertidas pero en todo caso muy antiguas las informaciones seguras a este proposito dicen que el primer nombre era zancle fue zanclón que la bautizó así no queda absolutamente nada de la messine antigua  la unica cosa que podria atestigar de la grandeza y del orgullo de una ciudad muchas veces sometida pero nunca dominada serian algunos archivos de papel los habitantes de messine sont muy religiosos y se dedican a la madona llamada la dama blanca esta denominación apareció después de un sitio de las armadas francesas cuando una mujer vestida de blanco hubiera defendido las murallas de la ciudad extendiendo una vela blanca en los bastiónes que de este modo fueron inatacables,colombia
  nápoles,colombia
en la provincia de campania nápoles revela a los veraneantes de paso en italia sus riquezas culturales sus sitios históricos de una rara belleza y su gastronomía variada los cruceros nápoles son una excelente oportunidad de descubrir el folclore y los tesoros culturales de esta que quitan ciudad italiana el patrimonio arquitectónico napolitano cuenta entre otras cosas lo enclaustra del clarisses y la basílica de san lorenzo maggiore el palais royal de capodimonte alberga por su parte la galería nacional y el museo nacional se expone una espléndida colección de objetos antiguos en los lugares para los aficionados de turismo verde en crucero nápoles las excursiones con destino a los principales hogares volcánicos de la región son inevitables la ascensión sobre los lados del vesuvio ofrece recuerdos imperecederos pero para un gran número de veraneantes el paso en nápoles sería incompleto sin un alto en sus pintorescos albergues para probar a las más famosas preparaciones culinarias locales,colombia
  civitavecchia  roma,colombia
el puerto de civitavecchia es la más importante terminal marítima de italia conecta en efecto la ciudad de roma a las grandes capitales mediterráneas y a las principales ciudades portuarias de europa del norte inicio de las excursiones programadas durante los cruceros civitavecchia este puerto romano da acceso a una pléyade de sitios históricos difundidos a las cuatro esquinas de la ciudad implicando las obras del pintor michelangelo es una de las visitas favoritas en roma emblema del patrimonio religioso de la ciudad la iglesia san francisco de asís merece también admirarse el lugar del castellina herencia de los etruscos es uno también de los lugares inevitables en crucero civitavecchia para los historiadores en el alma el museo arqueológico nacional resulta ser un alto inevitable,colombia
  navegación,colombia
  kotor,colombia
kotor es una ciudad costera de montenegro con una población aproximada de  habitantes la región metropolitana del mismo nombre alcanza los  habitantes la ciudad mediterránea de kotor rodeada de una impresionante muralla está entre las protegidas por la unesco desde  a  la ciudad así como sus alrededores pertenecieron a la república veneciana y evidentemente en la arquitectura de sus edificios durante esa época se convirtió en un importante centro artístico y comercial con sus propias escuelas de masonería e iconografía tras el congreso de viena en  pasó al imperio austrohúngaro hasta  en el que pasó a montenegro dentro del reino de serbios croatas y eslovenos futura yugoslavia en  la ciudad sufrió un movimiento sísmico que dañó numerosos monumentos pero afortunadamente fueron restaurados durante la década de los  durante los últimos años el sector turístico ha experimentado un espectacular desarrollo,colombia
  navegación,colombia
  el pireo atenas,colombia
dando acceso a las curiosidades de atenas la capital de grecia el pireo es uno de los más grandes puertos del mediterráneo y de toda la europa punto de reunión de los viajeros deseoso de descubrir los tesoros de la antigüedad griega constituye un lugar de paso obligatorio en algunos minutos a pie del puerto se encuentran monumentos históricos y culturales más prestigiosos del país como la acrópolis con sus templos los museos en todas las clases y también los ágoras y los teatros cuyo odéon de hérode atticus los pasajeros que quieren aprovecharse del crucero pireo para descubrir atenas fuera de sendas pegadas preferirán examinar las calles de los barrios de plaka o exarcheia pasear en el único mercado o admirar el espectáculo permanente del lugar syntagma los adeptos de la compras por su parte pueden encontrar su felicidad en las calles de kolonaki,colombia
  kusadasi,colombia
situada en la provincia de aydin a km al sur de esmirna se encuentra la pequeña ciudad de turquía kusadasi cuenta con un puerto muy activo que se abre al mar egeo y que da la bienvenida a la gran cantidad de visitantes que vienen a conocer éfeso o la casa de la virgen maría que se encuentra cerca,colombia
kusadasi significa literalmente isla de los pájaros y es una de las estaciones balnearias más importantes de turquía a pesar de que fue fundada en el  ac la ciudad no posee ningún vestigio pero eso sí su situación geográfica privilegiada constituye un punto de partida ideal para la multitud de excursiones a lugares turísticos y arqueológicos de sus alrededores como la iglesia de san lena piene mileto o dídima la construcción caravanserail situada enfrente del puerto fue construida en  durante el imperio otomano posteriormente renovada en  se convirtió en un hotel la fortaleza del islote de las palomas es del siglo xv y está rodeada de murallas y de torres y cuenta con una vista panorámica sobre el golfo y la región si quieres refrescarte un poco en el parque acuático adaland uno de los mejores del mundo podrás disfrutar de una gran cantidad de atracciones para todas las edades tanto para grandes como pequeños,colombia
  mykonos,colombia
al norte de las cícladas la isla de mykonos es servida por numerosos transbordadores y buques de alta velocidad placa giratoria del sector marítimo en las islas griegas el puerto de mykonos facilita el servicio marítimo con las otras islas del archipiélago el puerto del pireo de héraklion y de refinó operativa a longitud de año esta terminal marítima es el lugar de transición de los visitantes que desean apreciar las riquezas culturales y los tesoros naturales de la isla el tiempo de un crucero mykonos entre otras cosas vestigios del pasado que debe descubrirse los cuatro famosos molinos viento o kato mili constituyen un verdadero emblema el monasterio del panagia tourliani  auténtico lugar de culto construye en   es también una de las etapas que deben favorecerse en la parte oriental de mykonos el enamorados de viejas piedras en cruceros a mykonos no dudarán en hacer un rodeo por el lugar neolítico de ftelia,colombia
  katakolon,colombia
llamada la puerta de la olimpia katakolon se localiza sobre la costa occidental de peloponeso se trata del una de las más bonitas escalas de cruceros en grecia como cam cruceros algunas de las más grandes compañías proponen cruceros katakolon ofreciendo a los aficionados de este tipo de viaje la ocasión de hundir en el centro de las leyendas de la antigüedad griega si el yacimiento arqueológico de olimpia es el punto de órgano de un alto de crucero katakolon existe bien otras cosas que deben verse y hacer en la ciudad y sus alrededores el pasea en una de las dos grandes calles principales de la ciudad es una excelente manera de apreciar la verdadera belleza y autenticidad de esta pacífica localidad portuaria al compás del paseo raros son los que permanecen de mármol ante el encanto de la iglesia del pueblo y la capilla katakolon es también el inicio ideal para una escapada en corinto,colombia
  navegación,colombia
  ajaccio,colombia
es una ciudad en la que se puede percibir el orgullo de su población y cuya historia es relativamente reciente pero fuertemente rica en eventos significativos es una ciudad que sin ninguna duda puede seducir a todos los visitantes gracias a su belleza a sus panoramas magnifícos y a ciertas de sus zonas encantadoras,colombia
  toulon,colombia
instalado en una de las más bonitas bahías de europa el puerto de toulon dispone de infraestructuras que le permiten acoger los más grandes buques y esto en todas las temporadas para los cruceros toulon con destino a la córcega la cerdeña túnez un gran número de pasajeros aprovechan de su tiempo libre para explorar la ciudad a su propio ritmo algunos prefieren descubrir la capital de la variedad inscribiéndose a las excursiones propuestas por las compañías presentes sobre este destino visita de la senda marina del ámbito del rayol excursiones sobre carreteras turísticas como la carretera de los pueblos encaramados descubierta de los monumentos inevitables incluidas la abadía de thoronet y la basílica de saintmaximin el crucero toulon es también la ocasión de probar al ambiente del una de los destinos balnearios más populares de francia sainttropez y su golfo el patrimonio natural de la variedad sabrá también colmar de felicidad el enamorados de la naturaleza,colombia
  barcelona,colombia
barcelona posee una rica historia arquitectónica que va desde antiguos restos romanos hasta los más hermosos ejemplos del modernismo visita algunas de sus importantes obras como la sagrada familia o el parque güell pasea por el barrio gótico y las ramblas o degusta su exquisita gastronomía y disfruta de sus bellas playas,colombia
los camarotes de regal princess,colombia
camarote estándar,colombia
 m aprox este camarote interior bien equipado ofrece excelentes comodidades,colombia
camarote balcón,colombia
desde  a  m incluyendo balcón este camarote de popa ofrece espectaculares vistas de la estela incluye sofá cama,colombia
suite,colombia
desde  a  m con balcón la suite penthouse cuenta con un amplio camarote y un balcón de gran tamaño orientado hacia la popa,colombia
info del regal princess,colombia
peso neto   t,colombia
este buque conjuga tradicion y modernismo la piscina tiene dos inmensos depósitos la bóveda panorámica de gran dimensión sobre el último puente tiene la forma de delfín y alberga el casino y el club nocturno un atrium amplio y elegante se eleva sobre una altura de tres puentes,colombia
pasaporte o documento de identidad obligatorio en función del destino consultarnos para más información,colombia
la validez del documento pasaporte o dni debe ser superior a  meses a partir de la fecha de regreso,colombia
las prestaciones incluídas,colombia
el alojamiento en la cabina asignada durante toda la duracion del crucero,colombia
las tasas de embarque,colombia
las prestaciones no incluídas,colombia
los seguros de viaje anulacion o multirriesgo dependiendo de lo firmado en contrato,colombia
bebidas no incluidas  dependiendo de lo firmado en contrato ,colombia
las excursiones facultativas,colombia
los vuelos y traslados  dependiendo de lo firmado en contrato,colombia
los servicios personales peluqueria masajes medico,colombia
las propinas o tasas de servicio dependiendo de lo firmado en contrato,colombia
hay restaurantes de pago no incluidos en el contrato,colombia
opiniones de cliente,colombia
instalaciones impecables servicio impecable buena comida en calidad y cantidad dada la temperatura de la estacion en esa zona no es casi aprovechable la instalación al aire libre tales como piscina juegos etc,colombia
jose guillermo b  ,colombia
fue un crucero mas del cual estoy satisfecho todo fue muy bien las comidas muy buenas y los camarotes perfectos lo uico que espero es que sus actividades en el teatro sean mas agradables ya que carecen de calidad en sus artistas,colombia
instalaciones impecables servicio impecable buena comida en calidad y cantidad dada la temperatura de la estacion en esa zona no es casi aprovechable la instalación al aire libre tales como piscina juegos etc,colombia
jose guillermo b  ,colombia
fue un crucero mas del cual estoy satisfecho todo fue muy bien las comidas muy buenas y los camarotes perfectos lo uico que espero es que sus actividades en el teatro sean mas agradables ya que carecen de calidad en sus artistas,colombia
el personal respeta los protocolos de seguridad establecidos por las autoridades,colombia
gel hidroalcohólico disponible en todas las áreas del barco,colombia
monitoreo de temperatura y salud de los pasajeros,colombia
suministro de máscaras para los clientes,colombia
distanciamiento físico ,colombia
respeto de las reglas de distanciamiento físico,colombia
barreras físicas o pantallas colocadas entre el personal y los clientes en las áreas donde se necesita,colombia
reducción del número de pasajeros a bordo,colombia
limpieza y desinfección ,colombia
uso de productos de limpieza eficaces contra el coronavirus toallas ropa de cama y ropa lavada de acuerdo con las recomendaciones de las autoridades,colombia
alojamiento desinfectado después de cada crucero,colombia
desinfección regular de las zonas comunes de los barcos,colombia
siempre preocupados por la calidad de nuestros servicios te invitamos a participar en la mejora de nuestra página de internet compartiendo tu experiencia,colombia
getsemaní street food,colombia
cop  por persona,colombia
reservar,colombia
cartagena compartido max  pax  hrs inglés  español,colombia
disfruta los sabores del barrio donde surgió la independencia de cartagena considerado por forbes como uno de los más cool del mundo mientras recorremos algunos de sus lugares famosos en instagram,colombia
getsemaní rebosa de orgullo local sus murales gigantes por donde mires representan la historia la gente y la cultura de la ciudad ese mismo sentimiento es posible comerlo en sus plazas y callejones donde los vecinos sacan sus mesas para ofrecerte sus delicias no te sorprendas si también los ves abriendo sus puertas o ventanas casi siempre adornadas con pequeños avisos escritos a mano antojándote con los manjares que preparan en sus cocinas,colombia
para ellos la música también es especial escucha su himno y gózate el momento si durante nuestro recorrido alguno te invita a bailar,colombia
lo que vas a vivir,colombia
descubre dónde se esconden todos esos hermosos lugares para tomarte fotografías con murales fondos de sombrillas puertas coloridas o banderas de todos los países,colombia
si te apetece un menú autentico lo tenemos arepa ehuevo chuzo patacón o boli son tan solo una muestra de cómo se celebran aquí las influencias que han cocinado la gastronomía cartagenera,colombia
la tienda más antigua de la ciudad está en el barrio luego de saber su historia y ver sus colores querrás tener tiempo para tomarte otra foto y refrescarte con la cerveza favorita local,colombia
nuestra aventura,colombia
alista la cámara para las fotos gastronómicas y los recuerdos de tu visita a  de las locaciones más instagrameables de cartagena,colombia
come en esos lugares que no te muestran en las guías para que cates nuestras expresiones culinarias más auténticas,colombia
prueba lo deliciosas que saben las calles de getsemaní en un paseo con ambiente caribeño y abundantes degustaciones que incluyen fruta frituras asado dulce bebidas y cerveza,colombia
la iglesia de la trinidad es el monumento más querido de los getsemanicenses siéntate con ellos en su plaza desde donde partió pedro romero con sus sueños de independencia y llévate contigo una mirada fascinante a la vida local en este museo vivo de la cartageneidad,colombia
quiénes lo disfrutarán,colombia
a todos les encantará especialmente a foodies y viajeros con un paladar aventurero fotógrafos profesionales y aficionados en busca de las mejores locaciones amantes de la auténtica cocina callejera y el contacto con la gente local,colombia
qué debes traer,colombia
mucha hambre ropa fresca zapatos cómodos para caminar y una cámara recomendamos el uso de bloqueador solar o sombrero si el clima lo sugiere,colombia
restricciones esta experiencia está diseñada para descubrir los sabores tradicionales de cartagena en sus preparaciones auténticas por este motivo no podemos asegurar un menú  apto para veganos para solicitar el menú vegetariano o informar las intolerancias agradecemos notificarlo durante el proceso de reserva de la experiencia haremos todo lo posible para ajustarnos a tus condiciones en caso contrario lamentamos los inconvenientes,colombia
food concierge,colombia
botella de agua,colombia
paseo por  imperdibles de getsemaní incluye paradas en  de los lugares de cartagena más fotografiados en instagram,colombia
 degustaciones bocados y bebidas de la cocina cartagenera,colombia
refrescante cerveza local,colombia
saluda y conversa con vecinos yo cocineros,colombia
importante,colombia
todas las experiencias y consumos mencionados están incluidos sugerimos que la comida previa sea ligera,colombia
los bocados incluidos equivalen a una cena ligera,colombia
el paseo mezcla paradas de sal y de dulce de bebidas frías y calientes sin respetar la estructura de un menú tradicional,colombia
los consumos adicionales deberán ser asumidos por cada comensal,colombia
no incluye transporte o servicios no especificados,colombia
edad mayores de  años,colombia
distancia  km,colombia
clima paseamos también con lluvia traer capa o sombrilla si el clima lo sugiere,colombia
punto de encuentro los datos serán enviados con la confirmación de tu compra,colombia
devolución  cancelación  días antes o más de su fecha de reserva,colombia
devolución del  cancelación  días antes o menos de su fecha de reserva,colombia
